Title,Language,IMDb Rating,Running Time,Year of Release,Maturity Rating,Plot,hdr,uhd,subtitles,len_subtitles,len_audio,starring,directors,Title Type,Genre1,Genre2,Genre3,Original or Licensed,Trailer Available,# of Dubbing Languages,# of Subtitle Languages
SI 3,Tamil,6.2,151,2017,All,"A reputed cop from Tamil Nadu takes charge in Andhra Pradesh to solve the mysterious murder of a top police officer, and takes on local thugs and criminals during the course of his mission.",,,,,,,,Movie,International, Action,,Licensed,Yes,1,4
George Reddy,Telugu,7.2,150,2019,13+,"George Reddy is a Biopic of a student leader, Boxer and Gold medallist who influenced Andhra Pradesh politics in Osmania University between 1962 and 1972. He inspired revolutionary thoughts until he was brutally murdered in his hostel in 1972.",,,,,,,,Movie,International, Drama,,Licensed,Yes,1,5
Pattas (Tamil),Tamil,5.7,140,2020,All,An ancient Martial art form of Tamilnadu is in the verge of extinction. The hero wants to make it popular yet again among the current generation showcasing it's rich values & merits. Will the hero be able to accomplish his desire?,,,,,,,,Movie,Action, Drama,,Licensed,Yes,1,7
Pak Pak Pakaak,Marathi,7.3,137,2015,All,"A young mischievous boy, Chiklu, ventures into a big forest which is supposedly haunted by a ghost, Bhootya. After several encounters, Chiklu befriends Bhootya, changing their lives forever.",,,,,,,,Movie,Drama, Comedy, International,Licensed,Yes,1,2
Darr,Hindi,7.8,176,1993,13+,"DARR is Rahul’s (Shahrukh Khan) story whose love and obsession for Kiran (Juhi Chawla) frees him from all fears of life & death. It is Sunil’s (Sunny Deol) story, whose enduring love & passion for Kiran gives him the courage to face the fear of death. It is Kiran’s story caught between one man’s love & another man’s obsession. She fears one & fears for the other.",,,,,,,,Movie,Suspense, International, Drama,Licensed,Yes,1,3
Sye Raa Narasimha Reddy (Malayalam),Malayalam,7.4,169,2019,13+,"This film is about the first revolt of any kind (1847) against the British Raj in India anchored by Uyyalawada Narasimha Reddy aka Lion of Renadu (A region in Rayalaseema- Andhra Pradesh), nickname with which he was fondly called by his followers.",,,,,,,,Movie,Action,,,Licensed,Yes,1,6
Badrinath Ki Dulhania,Hindi,6.1,138,2017,13+,"Badrinath Ki Dulhania is a story of Badrinath Bansal from Jhansi and Vaidehi Trivedi from Kota and what happens when the two of them meet. Even though they both belong to small towns, their mindset about gender roles in society and about life in general are diametrically opposite. This leads to a clash of ideologies, despite both of them recognizing the goodness in each other.",,,,,,,,Movie,Comedy, International,,Licensed,Yes,1,12
2.0 (Telugu),Telugu,6.3,140,2018,13+,Dr Vaseegaran (Rajinikanth) and his android assistant Nila (Amy Jackson) are called in for help after mobiles start mysteriously flying out of the hands of people in Chennai. Vaseegaran summons his trusted robot Chitti (Rajinikanth) to ward off the bird-shaped supernatural powers of Pakshirajan (Akshay Kumar).,,,,,,,,Movie,Science Fiction, Action,,Licensed,Yes,1,8
Chal Love Kar,Marathi,None,131,2009,All,"Ram (Sanjay Narvekar) and Shyam (Bharat Jadhav), two brothers, refuse to live an orderly lifestyle. In order to make them realize their responsibilities, their father decides to get them married.",,,,,,,,Movie,Comedy, International,,Licensed,Yes,1,1
Classmates,Marathi,7.4,154,2015,7+,"Satya (Ankush Choudhary), the leader of a party in his college, falls in love with Aditi (Sonalee Kulkarni), the niece of a politician. However, things turn complicated when Aditi stands against Satya in the elections of their college.",,,,,,,,Movie,Romance, International,,Licensed,Yes,1,7
Nani's Gang Leader,Telugu,7.6,155,2019,13+,Gang Leader follows the story of an all-women gang led by Nani who is a crime fiction writer with a pen name 'Pencil'.,,,,,,,,Movie,Drama, International,,Licensed,Yes,1,11
All In: The Fight for Democracy,English,6.4,102,2020,13+,"ALL IN: THE FIGHT FOR DEMOCRACY examines the issue of voter suppression in the US. The film interweaves personal experiences with activism and historical insight to expose a problem that has corrupted our country from the beginning. With the expertise of Stacey Abrams, the film offers an insider’s look into the barriers to voting.",,,,,,,,Movie,Drama, Documentary,,Original,Yes,2,24
Aamchya Sarkhe Aamhich,Marathi,7.3,138,1990,All,Two brothers Abhay (Sachin Pilgaonkar) and Nirbhay (Ashok Saraf) come across their lookalikes and decide to interchange their lives with their lookalikes.,,,,,,,,Movie,International, Comedy,,Licensed,Yes,1,1
Kabhi Alvida Naa Kehna,Hindi,6.1,191,2006,13+,"The movie sheds light on two suffocating marriages which depart lives and drift them towards an extramarital affair outside to fill the gap. Starring Shahrukh Khan, Abhishek, Preity and Rani in a romantic drama depicting true lives bounded in a relationship which has released its warmth over a period. Will these four be able to find their way out of their marriages or will accept their fate?",,,,,,,,Movie,International, Romance, Drama,Licensed,No,1,9
Wajah Tum Ho,Hindi,4.4,130,2016,18+,A hooded vigilante is broadcasting murders on a news channel. Will the police catch him alive before he live-casts another death?,,,,,,,,Movie,International, Suspense,,Licensed,Yes,1,3
Ishqeria,Hindi,4.1,117,2018,13+,"Ishqeria is a story of a small town girl who falls madly in love with the most sought after guy in college. It is a journey of first love, growing up and second chances.",,,,,,,,Movie,Drama, Comedy, International,Licensed,Yes,1,6
Bunty Aur Babli,Hindi,6.2,170,2005,13+,"Rakesh (Abhishek Bachchan) is a man of schemes, ideas, invention and restlessness. Small town girl, Vimmi (Rani Mukerji) doesn’t want to become just another marriageable girl. Somewhere along their individual journey, they meet and in a moment of mistaken truth, the legend of Bunty and Babli is born. We follow the duo gig after gig, hiding from an upset policeman, Dashrath Singh (Amitabh Bachchan)",,,,,,,,Movie,International, Comedy,,Licensed,Yes,1,6
Rangasthalam,Telugu,8.4,173,2018,13+,The story is set in a village called Rangasthalam. Chitti Babu (Ram Charan) happy-go-lucky man who has a hearing disability and he doesn’t let his disability deter him. His brother Kumar Babu (Aadhi Pinisetty) returns from Dubai only to see that nothing in the village has changed. What happens when he decides to go up against the dreaded President garu (Jagapathi Babu) forms the rest of the story.,,,,,,,,Movie,International, Suspense, Drama,Licensed,Yes,1,10
Last Holiday,English,6.5,111,2006,13+,"A New Orleans cookware salesclerk is led to believe that she has less than a month to live, so she jets off on a dream vacation to live like there's no tomorrow!",,,,,,,,Movie,Comedy,,,Licensed,Yes,12,27
Kshan,Marathi,7,150,2007,All,"Nilambari's parents disapprove of her relationship with Vihang and get her married to Nikhil. However, when they meet years later, Nilambari and Vihang spend time together as she is now terminally ill.",,,,,,,,Movie,International, Romance,,Licensed,Yes,1,1
Vinaya Vidheya Rama,Telugu,3.3,144,2019,16+,"When the happiness of his family is held to ransom by a violent crime lord, Ram sets out on a quest to destroy his nemesis and his criminal empire.",,,,,,,,Movie,Drama, Action, International,Licensed,Yes,1,10
Daddy,Hindi,6.4,133,2017,18+,"From the rough streets and back alleys of Central Mumbai comes the sensational true story of Arun Gawli, a man who scripted his own destiny, eventually going onto become one of India's most feared gangsters. Today he remains an enigmatic figure; at once a volatile, power-hungry criminal for some and the respected ""Daddy"" or a modern day Robin Hood for the working-class neighbourhood he belongs to.",,,,,,,,Movie,Drama,,,Licensed,Yes,1,11
Gubbi Mele Brahmastra,Kannada,5.1,141,2019,13+,"Software engineer Venkata Krishna Gubbi meets Purple Priya, and falls head over heels for her. But that's only the beginning his problems. All hell breaks loose once Gubbi finds himself on the wrong side of the villainous Mr. Robinhood and Venkat Reddy, and to make things worse, Priya is kidnapped! What follows is a series of misadventures.",,,,,,,,Movie,International, Comedy,,Licensed,Yes,1,8
Thappad,Hindi,6.8,141,2020,All,Thappad is a story of Amrita whose seemingly perfect life is shattered when her husband slaps her once in a party. But is one slap enough to question what a relationship stands for?,,,,,,,,Movie,International, Drama,,Licensed,Yes,1,8
Nene Raju Nene Mantri,Telugu,5.8,150,2017,13+,NRNM's story is set in Uravakonda village in Rayalaseema. Jogendra (Rana) is a good-natured financier. He loves his wife Radha (Kajal) so much that he rechristens his name as Radha Jogendra. An unfortunate incident involving the village Sarpanch (Pradeep Rawat) and his wife results in Radha’s miscarriage.,,,,,,,,Movie,International, Drama,,Licensed,Yes,1,7
Big Momma's House,English,5.2,98,2000,16+,"In pursuit of an escaped prisoner, agent Malcolm Turner (Martin Lawrence) goes undercover as an oversized, overbearing Southern granny with an attitude as tough as her pork chops!",,,,,,,,Movie,Comedy, Action,,Licensed,No,1,1
Rustum,Kannada,4.8,126,2019,13+,"The story revolves around a super cop who is sincere, brave and deadly. He is on a mission to end nexus of the organ trading mafia across the country and to take revenge for the brutal murder of his close friend.",,,,,,,,Movie,Action, International,,Licensed,Yes,1,8
Ishaqzaade,Hindi,6.5,131,2012,13+,"Rising from the ashes of hooliganism & small town clan wars, comes the love story of a passion ignited by hatred. Of two people. Born to hate. Destined to love. A story… about two fiery bloods played by Arjun Kapoor & Parineeti Chopra, and their fight for power & supremacy.  A story about love brewing in the often unrealistic and daunting political confines of rural India.",,,,,,,,Movie,Romance, International, Drama,Licensed,Yes,1,7
Ambili,Malayalam,7,138,2019,All,"Ambili is the most lovable person in his village. He has all the love from the villagers, but boby is the luckiest to be loved the most by ambili. Rest is upto ambili who is going to take your for fun filled joyride.",,,,,,,,Movie,Comedy, Drama, International,Licensed,Yes,1,10
What's Your Number?,English,6.1,106,2011,18+,A woman looks back at the past twenty men she's had relationships with in her life and wonders if one of them might be her one true love.,,,,,,,,Movie,Comedy, Romance,,Licensed,No,2,1
Ringa Ringa,Marathi,6.8,106,2010,All,"Security officer Siddharth discloses the misdeeds that threaten to thwart the ambitious plans of villainous politico Rangrao. However he reveals the location of the evidence to his wife, before he is murdered.",,,,,,,,Movie,International, Suspense,,Licensed,Yes,1,1
Befikre,Hindi,3.9,130,2016,16+,"Befikre is a carefree love story of Dharam and Shyra, who find love in an engaging series of experiences. Doused in the spirit of Paris, it celebrates a sensual and free-spirited love.",,,,,,,,Movie,Comedy, International,,Licensed,Yes,1,13
Kabhi Khushi Kabhie Gham,Hindi,7.4,209,2001,All,"Yashvardhan Raichand is a snobbish man, he breaks ties with his elder son Rahul, for marrying a girl with lower social status. When his younger son Rohan returns home, he is upset to know that his brother no longer lives with them. Rohan decides to reunite his family and goes to London and finds Rahul. But, the question is will he be successful in convincing his egoistic father for a reunion?",,,,,,,,Movie,Drama, International,,Licensed,Yes,1,9
Sufiyum Sujatayum,Malayalam,5.5,122,2020,18+,"Sujata (mute) is in love with her neighbour, a sufi priest but her father gets her married off to a well-do-to NRI, in Dubai. Ten years have passed since and she thinks that she’s left that love in her past… until, one day, she gets a call. Her husband (Rajeev) decides to bring her back to the village. What follows, forms the crux of Sufiyum Sujathayum, a musical love story.",,,,,,,,Movie,Romance, Drama,,Licensed,Yes,1,4
Brittany Runs A Marathon,English,6.8,103,2019,16+,"Hilarious and outgoing, Brittany Forgler, is everybody’s best friend - except her own. Her partying, underemployment and toxic relationships are catching up with her. Too broke for a gym and too proud to ask for help, Brit is at a loss, until her neighbor pushes her to run one sweaty block. Soon, she sets an almost unthinkable goal: the New York City Marathon.",,,,,,,,Movie,Comedy, Romance,,Original,No,9,26
High Crimes,English,6.4,115,2002,18+,A woman's life becomes embroiled in a huge military cover-up when it's revealed her husband is not who he says he is.,,,,,,,,Movie,Suspense, Drama,,Licensed,Yes,2,4
D/O Parvathamma,Kannada,5.8,107,2019,All,"Vaidehi (Hari Prriya) is an Investigative Officer in this Women Centric Crime Thriller. Vaidehi investigates a sensational murder case which leads to a tale of twists, turns, lies, action and adventure.",,,,,,,,Movie,Suspense, Action, International,Licensed,Yes,1,8
Gaiir,Marathi,6.5,147,2009,All,A corporate magnate marries a woman and uses a stand-in to consummate the marriage.,,,,,,,,Movie,International, Suspense,,Licensed,Yes,1,1
Uladhaal,Marathi,6,135,2008,All,A shield made of gold was given as a gesture of appreciation by a King to a warrior for saving his life. This shield was safeguarded by a family and the generations to follow. Will it be kept safe?,,,,,,,,Movie,International, Suspense,,Licensed,Yes,1,1
Q & A,English,6.6,132,1990,18+,An Assistant D.A. working on a murder case uncovers a trail of corruption leading directly back to the D.A.'s office.,,,,,,,,Movie,Drama, Action,,Licensed,No,6,22
Sarbjit,Hindi,7.3,126,2016,13+,"Biopic of Sarabjit Singh, a farmer residing at Bhikiwind, Punjab, near the Indo-Pak border, crossed the border after having a couple of drinks. However, he was mistaken to be an Indian spy and was sentenced to capital punishment.",,,,,,,,Movie,International, Drama,,Licensed,Yes,1,10
Chakwa,Marathi,6.9,130,2004,All,"An Indian engineer (Atul Kulkarni) from America, visits his village on an assignment. There, he gets embroiled in the mystery and suspense surrounding his ancestral house and the mango factory in the village.",,,,,,,,Movie,Suspense, International,,Licensed,Yes,1,5
Kavaludaari,Kannada,8,142,2019,13+,"The accidental discovery of human bones during a road-widening project leads a local traffic cop into the mystery of a 40-year-old case. His investigation leads him across trails that will put his wit, resolve and morals to the test.",,,,,,,,Movie,International, Suspense, Drama,Licensed,Yes,1,8
Darbar (Telugu),Telugu,6.1,158,2020,13+,A police officer on a chase to hunt down a dreaded gangster for fulfilling his own secret agenda.,,,,,,,,Movie,Action, Drama, International,Licensed,Yes,1,3
Little Manhattan,English,7.5,90,2005,13+,Two 11-year-olds fall in love for the first time in New York City.,,,,,,,,Movie,Comedy, Romance,,Licensed,Yes,2,6
Master (Malayalam),Malayalam,7.1,177,2021,16+,"The film Master is about JD a Personality Development professor. He is addicted to alcohol due to depression. There comes a moment that forces him to leave the college and go work as a teacher at Juvenile for a few months. As JD spends time, he comes to understand that the youngsters of the detention home are being exploited by a deadly gangster Bhavani by pushing these young minds into addiction.",,,,,,,,Movie,Drama,,,Licensed,Yes,1,1
Hello Guru Prema Kosame,Telugu,7.1,136,2018,13+,"After a rocky start, a friendship develops between a happy-go-lucky youth and a girl from the city.",,,,,,,,Movie,Romance, International,,Licensed,Yes,1,10
French Biriyani,Kannada,5.7,116,2020,16+,"Simon, representative of a drug company from France and Asgar, local auto driver from Shivajinagar, share a two-day long journey in Bengaluru. That twisted journey with comedy of errors changes the way they look at life.",,,,,,,,Movie,Comedy,,,Licensed,Yes,1,2
Dharala Prabhu,Tamil,6.7,145,2020,13+,"Dr. Kannadasan Meiyappan, a fertility expert running a clinic and sperm bank in the lively streets of Parrys, Chennai pins his hopes on the clinic’s artificial insemination program that assures high quality sperm for couples who have trouble conceiving. This is where the ‘Dharala Prabhu’ comes into picture.",,,,,,,,Movie,Comedy,,,Licensed,Yes,1,3
V (Telugu),Telugu,6.6,140,2020,16+,"The showdown between a celebrated cop and a serial killer who challenges the former to nab him, results in consequences laced with heavy-duty action, playful romance and dark humour.",,,,,,,,Movie,Suspense, Action, Drama,Licensed,Yes,1,1
Breaking Up,English,4.9,89,1997,18+,"Russell Crow stars with Salma Hayek in the passionate story of two lovers swept up in an intense relationship, a man and a woman who cannot live with--or without--each other in Breaking Up.",,,,,,,,Movie,Drama,,,Licensed,Yes,7,18
Dil To Pagal Hai,Hindi,7,179,1997,13+,"DIL TO PAGAL HAI is the story of Rahul (Shahrukh Khan), who does not believe in love. It is the story of Pooja (Madhuri Dixit), who believes that there is someone who is made for her & she is destined to meet that person. It is the story of Nisha (Karisma Kapoor) who believes that love is friendship & one day her dream will come true. It makes us believe that - someone somewhere is made for us.",,,,,,,,Movie,Drama, International, Romance,Licensed,Yes,1,8
Tamizh Padam 2,Tamil,6.5,137,2018,All,A stringent cop tries all the possible ways to nab a dreaded don who poses a big threat to the society.,,,,,,,,Movie,International, Comedy, Drama,Licensed,Yes,1,4
Durga Mhantyat Mala,Marathi,None,135,2011,All,"Durga (Deepali Sayeed) hails from a good family and gets married to a cultured man. Soon, she faces torture and abuse from the boy's family. Will she fight back or remain suppressed? The film is about a woman's fight against greed, crime and corruption.",,,,,,,,Movie,International, Drama,,Licensed,Yes,1,1
Aga Bai Arechha,Marathi,7.3,149,2004,All,"Shriranga Deshmukh is frustrated with the women in his life. At a fair, he gets a gift from the higher powers, and from there on life changes as he can hear what women want!",,,,,,,,Movie,Comedy, International,,Licensed,Yes,1,4
Baghtos Kay Mujra Kar,Marathi,7.1,141,2017,7+,"Suryabhan Tanaji Deshmukh aka Nanasaheb is the current Sarpanch of Kharbujewaadi, with two cronies Pandurang Tukaram aka Panda and Shivram Abaji Vahadne aka Shiva. Nana, an ardent follower of Shivaji Maharaj wants to restore the decaying fort for the people to remember their legacy in all its glory.",,,,,,,,Movie,Drama, International,,Licensed,Yes,1,1
"Big Mommas: Like Father, Like Son",English,None,107,2011,16+,FBI agent Malcolm Turner and his stepson Trent go undercover at an all-girls performing arts school after Trent witnesses a murder.,,,,,,,,Movie,Comedy,,,Licensed,Yes,9,22
Sufna,Punjabi,8.1,143,2020,13+,"Sufna, Dream, there is saying that, “dream is not, which you have while sleeping, dream is the one, which doesn’t let you sleep. This is story about that kind of dream. How a young man from very humble background achieve, what he aims for, and in this journey how a young girl from humble background only, become his back bone, become his strength and motivational source.",,,,,,,,Movie,International, Comedy, Romance,Licensed,Yes,1,2
Coming to America,English,7,116,1988,18+,"Join EDDIE MURPHY on an unforgettable comic quest to the New World. As an African Prince, it’s time for him to find a princess. The mission leads him and his most loyal friend (ARSENIO HALL) to New York. Watch Murphy and Hall in classic cameo roles!",,,,,,,,Movie,Comedy,,,Licensed,Yes,8,25
Jaanu,Telugu,6.9,150,2020,All,"Ram is a travel photographer and reminisces his school days. In 2004, while he was at high school, he develops feelings for Jaanu, a talented singer, and she reciprocates as well. After their board exams, Jaanu tells Ram not to forget her until they meet again after the holidays.A school reunion is arranged through their school WhatsApp group. Ram and Jaanu meet after 15 years.",,,,,,,,Movie,Romance, International,,Licensed,Yes,1,3
Love Mocktail,Kannada,8.3,144,2020,13+,Love Mocktail is a romantic and fun film about the protagonist Aadi's quest for love. Life takes him through a rollercoaster ride and goes through varied experience at several stages throughout his search for true love. Does Aadi finally find his soulmate?,,,,,,,,Movie,International, Romance,,Licensed,Yes,1,2
Beverly Hills Cop III,English,5.6,104,1994,18+,"Axel Foley journeys back to Beverly Hills for a real roller coaster thrill ride at the Wonderworld amusement park! Joined by old pals Billy Rosewood and Serge , Axel becomes the hottest new attraction as he chases down the bad guys on the rides.",,,,,,,,Movie,Adventure, Action,,Licensed,No,12,30
Janamaithri,Malayalam,6.4,121,2019,All,Janamaithri is a comedy film that revolves around the local police's innovative attempt to lower the rate of whee hours road accidents by serving the sleep-prone  drivers with hot coffee/tea (oru chaayakkoru Jeevan padhathi). Things get out of control when the antagonist enters and hence starts the fun ride which has its own twists and turns.,,,,,,,,Movie,International, Comedy,,Licensed,Yes,1,5
Tumhari Sulu,Hindi,7,139,2017,All,"Vidya Balan (Sulochana a.k.a. Sulu) essays the role of a beautiful, enthusiastic and happy-go-lucky Mumbai housewife whose routine life changes when she unexpectedly lands herself with the exciting job of a night RJ (radio jockey) on a leading radio station.",,,,,,,,Movie,International, Drama, Comedy,Licensed,Yes,1,9
The Ghazi Attack (Hindi),Hindi,7.6,122,2017,13+,"Inspired by true events, The Ghazi Attack is India's first underwater war film. The story revolves around the events that unfolded right before the Indo-Pakistan war of 1971, when the Pakistani Submarine Ghazi (Asia's most powerful fast-attack submarine at the time) attempted to destroy the Indian aircraft carrier Vikrant.",,,,,,,,Movie,Drama, International,,Licensed,Yes,1,10
Rango,English,7.2,107,2011,13+,A chameleon that aspires to be a swashbuckling hero finds himself in a Western town plagued by bandits and is forced to literally play the role in order to protect it.,,,,,,,,Movie,Animation, Kids,,Licensed,Yes,24,25
Goodachari,Telugu,7.8,142,2018,13+,"After being trained in an ultra competitive secret service program, Arjun, A young agent is framed for the murder of his bosses, suddenly turning him into India's most wanted criminal. Who framed him? And why? For someone who was taught that the 'mission' is everything, Arjun now realizes that now his mission is darker than expected.",,,,,,,,Movie,International, Suspense,,Licensed,Yes,1,9
Duplicate,Hindi,5.5,164,1998,13+,"This movie stars Shahrukh Khan in a double role. Bablu is a naive, aspiring chef, who falls in love with Sonia (Juhi Chawla). Things take a turn when an escaped convict Manu, is out of jail and, learns about the existence of his doppelganger Bablu. Manu schemes to kill Bablu so he can take his position as an unsuspecting civilian and begin his revenge.",,,,,,,,Movie,International, Drama, Comedy,Licensed,Yes,1,1
Bangistan,Hindi,4.5,133,2015,13+,"Two ordinary men, from two different religion, are separately trained to become terrorists in Bangistan. Both their mentors encourage them to suicide-bomb the International Peace Conference. What follows thereafter is a chain of ridiculous events that finally sends across a universally positive message that all religions are the same.",,,,,,,,Movie,Comedy, International,,Licensed,Yes,1,2
Dil Chahta Hai,Hindi,8.1,185,2001,All,"Three superstars Aamir Khan, Saif Ali Khan and Akshaye Khanna come together to make the most spectacular romantic comedy in the history of Bollywood. The story is about three inseparable childhood friends having distinct personalities, who discover themselves on their journey to find true love. As the title defines, the story is about following your heart in love.",,,,,,,,Movie,International, Romance, Drama,Licensed,Yes,1,5
Joe Somebody,English,5.5,98,2001,16+,"Tim Allen pulls no punches in the laugh department in this film. When a push-over challenges the office bully to fight, he goes from Joe Nobody to Joe Somebody.",,,,,,,,Movie,Romance, Comedy,,Licensed,Yes,7,21
Veer Zaara,Hindi,7.8,192,2004,7+,"Veer Pratap Singh (Shah Rukh Khan) is a rescue pilot & rescues a stranded Zaara (Preity Zinta), a girl from Pakistan. His life is never the same again. 22 years later Saamia Siddiqui (Rani Mukerji), a Pakistani human rights lawyer, finds herself face to face with an ageing Veer Pratap Singh. He has languished in a Pakistan jail cell for 22 years. Her mission is to see to it that justice is served.",,,,,,,,Movie,International, Drama, Romance,Licensed,Yes,1,7
Borat Subsequent Moviefilm,English,6.7,96,2020,18+,Delivery of Prodigious Bribe to American Regime for make Benefit Once Glorious Nation of Kazakhstan,,,,,,,,Movie,Comedy,,,Original,No,10,27
Khandani Shafakhana,Hindi,4,134,2019,13+,A feisty girl from Punjab tries to continue her family traditions by opening a sex clinic to help and aware others in her hometown.,,,,,,,,Movie,Drama, Comedy, International,Licensed,Yes,1,12
Fear the Walking Dead,English,6.9,0,2016,16+,,TRUE,FALSE,"English [CC], Magyar, more…العربية, Български, Čeština, Dansk, Deutsch, Ελληνικά, Español (Latinoamérica), Español (España), Suomi, Filipino, Français, עברית, Hrvatski, Indonesia, Italiano, 日本語, 한국어, Македонски, Norsk Bokmål, Nederlands, Polski, Português (Brasil), Português (Portugal), Română, Slovenščina, Shqip, Српски, Svenska, ไทย, Türkçe, 中文（简体）, 中文（繁體）",34,16,"Kim Dickens, Cliff Curtis, Frank Dillane",,Series,Action,,,Licensed,No,5,16
The Widow,English,6.9,0,2019,16+,,TRUE,TRUE,"English [CC], العربية, more…Dansk, Deutsch, Español (Latinoamérica), Español (España), Suomi, Français, עברית, हिन्दी, Indonesia, Italiano, 日本語, 한국어, Norsk Bokmål, Nederlands, Polski, Português, Русский, Svenska, தமிழ், తెలుగు, ไทย, Türkçe, 中文（简体）, 中文（繁體）",26,9,"Kate Beckinsale, Charles Dance, Alex Kingston",,Series,Drama, Suspense,,Original,No,9,26
Hunters,English,7.2,2,2020,18+,,TRUE,TRUE,"English [CC], Magyar, more…العربية, Čeština, Dansk, Deutsch, Ελληνικά, Español (Latinoamérica), Español (España), Suomi, Filipino, Français, עברית, हिन्दी, Indonesia, Italiano, 日本語, 한국어, Bahasa Melayu, Norsk Bokmål, Nederlands, Polski, Português (Brasil), Português (Portugal), Română, Русский, Svenska, தமிழ், తెలుగు, ไทย, Türkçe, 中文（简体）, 中文（繁體）",33,12,"Al Pacino, Logan Lerman, Jerrika Hinton",,Series,Adventure, Drama,,Original,No,10,29
The Tick,English,,2,2018,18+,,TRUE,TRUE,"English [CC], Magyar, more…العربية, Čeština, Dansk, Deutsch, Ελληνικά, Español (Latinoamérica), Español (España), Suomi, Filipino, Français, עברית, हिन्दी, Indonesia, Italiano, 日本語, 한국어, Bahasa Melayu, Norsk Bokmål, Nederlands, Polski, Português (Brasil), Português (Portugal), Română, Русский, Svenska, தமிழ், తెలుగు, ไทย, Türkçe, 中文（简体）, 中文（繁體）",33,9,"Peter Serafinowicz, Griffin Newman, Valorie Curry",,Series,Action, Comedy,,Licensed,No,9,26
Startup,English,7.9,0,2017,16+,,TRUE,FALSE,"English, العربية, more…বাংলা, Dansk, Deutsch, Español (Latinoamérica), Español (España), Suomi, Français, עברית, हिन्दी, Indonesia, Italiano, 日本語, 한국어, मराठी, Norsk Bokmål, Nederlands, Polski, Português (Brasil), Português (Portugal), Русский, Svenska, తెలుగు, ไทย, Türkçe, 中文（简体）, 中文（繁體）",28,9,"Martin Freeman, Edi Gathegi, Adam Brody",,Series,Action,,,Licensed,No,1,9
Taken,English,6.6,0,2017,16+,,TRUE,FALSE,"English [CC], العربية, more…Čeština, Dansk, Deutsch, Español (Latinoamérica), Español (España), Suomi, Filipino, Français, עברית, Indonesia, Italiano, 한국어, Norsk Bokmål, Nederlands, Polski, Português (Brasil), Português (Portugal), Русский, Svenska, ไทย, Türkçe, 中文（简体）, 中文（繁體）",25,7,"Clive Standen, Jennifer Beals, Gaius Charles",,Series,Suspense, Drama, Action,Licensed,No,6,23
Preacher,English,8,0,2016,18+,,TRUE,FALSE,"English [CC], Magyar, more…العربية, বাংলা, Čeština, Deutsch, Ελληνικά, Español (Latinoamérica), Español (España), Suomi, Français, עברית, हिन्दी, Indonesia, Italiano, 日本語, 한국어, मराठी, Nederlands, Polski, Português (Brasil), Português (Portugal), Română, Русский, తెలుగు, ไทย, Türkçe, 中文（简体）, 中文（繁體）",29,9,"Dominic Cooper, Joseph Gilgun, Ruth Negga",,Series,Suspense, Science Fiction, Drama,Licensed,No,9,25
Tom Clancy's Jack Ryan,English,8.1,0,2018,16+,,TRUE,TRUE,"English [CC], Magyar, more…العربية, Čeština, Dansk, Deutsch, Ελληνικά, Español (Latinoamérica), Español (España), Suomi, Français, עברית, हिन्दी, Indonesia, Italiano, 日本語, 한국어, Bahasa Melayu, Norsk Bokmål, Nederlands, Polski, Português (Brasil), Português (Portugal), Română, Русский, Svenska, தமிழ், తెలుగు, ไทย, Tl, Türkçe, 中文（简体）, 中文（繁體）",33,15,"Wendell Pierce, John Krasinski, Abbie Cornish",,Series,Drama, Action, Suspense,Original,No,13,29
Law & Order: Special Victims Unit,English,,0,2012,18+,,TRUE,FALSE,"English [CC], العربية, more…Dansk, Español (Latinoamérica), Español (España), Suomi, Français, עברית, Indonesia, Italiano, 한국어, Norsk Bokmål, Nederlands, Polski, Português, Русский, Svenska, Türkçe, 中文（简体）, 中文（繁體）",20,7,"Mariska Hargitay, Kelli Giddish, Danny Pino",,Series,Drama, Action,,Licensed,No,6,20
Battlestar Galactica,English,8.7,0,2006,13+,,TRUE,FALSE,"English [CC], Magyar, more…العربية, Čeština, Dansk, Español (Latinoamérica), Español (España), Suomi, Français, עברית, Indonesia, Italiano, 한국어, Norsk Bokmål, Nederlands, Polski, Português, Русский, Svenska, Türkçe, 中文（简体）, 中文（繁體）",22,7,"Edward James Olmos, Mary McDonnell, Katee Sackhoff",,Series,Science Fiction, Action, Drama,Licensed,No,6,20
Prime Rewind: Inside The Boys,English,8.7,0,2020,18+,,TRUE,TRUE,"English [CC], العربية, more…Dansk, Deutsch, Español (Latinoamérica), Español (España), Suomi, Filipino, Français, עברית, हिन्दी, Indonesia, Italiano, 日本語, 한국어, Bahasa Melayu, Norsk Bokmål, Nederlands, Polski, Português (Brasil), Português (Portugal), Русский, Svenska, தமிழ், తెలుగు, ไทย, Türkçe, 中文（简体）, 中文（繁體）",29,2,"Aisha Tyler, Karl Urban, Laz Alonso",,Series,Talk Show and Variety,,,Licensed,No,2,30
The Boys,English,8.7,3,2019,18+,,TRUE,TRUE,"English [CC], Magyar, more…العربية, Čeština, Dansk, Deutsch, Ελληνικά, Español (Latinoamérica), Español (España), Suomi, Filipino, Français, עברית, हिन्दी, Indonesia, Italiano, 日本語, 한국어, Bahasa Melayu, Norsk Bokmål, Nederlands, Polski, Português (Brasil), Português (Portugal), Română, Русский, Svenska, தமிழ், తెలుగు, ไทย, Türkçe, 中文（简体）, 中文（繁體）",33,15,"Karl Urban, Jack Quaid, Antony Starr",,Series,Action, Comedy,,Original,No,13,29
